"","target","N_Day","mes","year","nivel","tmed","pDia","niv7","niv14","niv30","niv60","niv90","niv180","t7","t14","t30","t60","t90","t180","p30","p60","p90","p180","niv010","niv020","niv030"
"4880",-14.2,33899,10,1992,627.37,8.5,0,625.92498375,625.351980666667,625.12415483871,625.554196393443,626.384900879121,627.70016121547,10.45625,12.3933333333333,13.3790188709677,16.2827800819672,18.2527426923077,17.0552463259669,149.8,222,285.7,762.6,0.272720000000004,0.124220000000003,0.0763346666666659
"4887",-14.1,33906,10,1992,626.98,15.5,1,627.17499125,626.49532,625.620701935484,625.608175901639,626.279577912088,627.645077734807,12.5625,11.71,12.9283763709677,15.1639276229508,17.4368086263736,17.0151910773481,112,205,286.7,763.6,0.0848600000000033,0.108715000000001,0.0693853333333323
"4894",-15.2,33913,11,1992,628.44,14.25,0,627.70999375,627.473325333333,626.282011290323,625.795713442623,626.245684175824,627.590713038674,12.0625,12.1,12.4483870967742,14.4917964754098,16.5329624725275,17.0055225690608,174.7,267.7,329.2,751.6,0.129284000000007,0.177360000000004,0.11905
"4901",-14.9,33920,11,1992,627.33,13,0,627.88500625,627.754666666667,626.964277419355,626.019758852459,626.231242637363,627.530191878453,14.03125,12.9666666666667,12.2870967741935,14.1106489344262,16.0439514835165,16.9281745027624,137.2,213.5,291.2,751.6,-0.0484299999999962,0.000785000000001901,0.0913813333333337
"4908",-15.1,33927,11,1992,626.31,9.75,0,626.82000875,627.354008,627.337787096774,626.161455737705,626.155482197802,627.445874751381,10.78125,12.3666666666667,11.991935483871,13.0573702459016,15.1868086263736,16.6574562707182,99.7,214.5,286.7,711.6,-0.149570000000006,-0.0439270000000022,-0.00780833333333627
"4915",-15.2,33934,11,1992,625.92,11.75,0,626.1149925,626.478000666667,627.106036774194,626.282485901639,626.088557582418,627.337753370166,10.5625,10.7333333333333,12.0161290322581,12.4057309016393,14.2142811538462,16.4848043370166,64.7,210,268.7,674.6,-0.0827130000000011,-0.118071500000002,-0.0390476666666662
"4922",-15.3,33941,12,1992,625.64,10.25,0,625.78,625.949329333333,626.757880967742,626.381841147541,626.049069010989,627.192884033149,11.0625,10.75,11.6532258064516,12.0520134672131,13.6868086263736,16.3743070994475,1,175.7,268.7,574.4,-0.0447160000000053,-0.0772150000000011,-0.0794266666666658
"4929",-15.7,33948,12,1992,625.37,8.5,0,625.5050025,625.642668,626.162122258065,626.455615901639,626.013611208791,627.058369060773,8.1875,9.58333333333333,10.3145161290323,11.322131147541,12.9175778571429,16.2057988121547,16.4,163.6,229.9,558.1,-0.0389999999999986,-0.044214999999997,-0.0759053333333327
"4936",-16.3,33955,12,1992,625.17,8.25,13.5,625.26999375,625.388664666667,625.725388709677,626.515430819672,625.98558978022,626.924722209945,6.5625,7.3,9.04032258064516,10.5491803278689,11.9450503846154,15.8342518508287,28.9,137.1,243.4,555.9,-0.0315699999999993,-0.0355000000000018,-0.0477146666666689
"4957",-17.7,33976,1,1993,625.10095,7.5,0,625.21811875,625.240334,625.252953870968,625.793633606557,626.043577252747,626.470382651934,3.6875,4.95,6.0241935483871,8.43852459016393,9.70494505494506,14.6602187016575,38.7,52.4,225.1,421.7,-0.0174319999999966,-0.00393100000000004,-0.011539666666666
"4964",-17.4,33983,1,1993,624.7975,9.25,0,624.95155625,625.083763333333,625.159130967742,625.499417868852,626.065683406593,626.312916353591,8.25,5.86666666666667,6.5,7.87704918032787,9.27087912087912,14.2140861049724,36,52.4,178.1,415.5,-0.0416500000000042,-0.0224549999999965,-0.0143199999999979
"4971",-17.6,33990,1,1993,624.4315,8,0,624.620625,624.78533,625.023523870968,625.281507704918,625.947525494505,626.152610165746,7.6875,7.88333333333333,6.5,7.56147540983607,9.06868131868132,13.6077325138122,20.5,51.4,116.1,401.8,-0.0497499999999945,-0.0430250000000001,-0.0262110000000007
"4978",-17.5,33997,1,1993,624.03845,7.25,0,624.23249375,624.42623,624.788118709677,625.077432131148,625.721135604396,625.987281712707,7.90625,7.78333333333333,6.58870967741935,7.18852459016393,8.66483516483516,12.9917104143646,0,51.4,115.1,401.8,-0.0559549999999945,-0.0513275000000021,-0.0415466666666665
"4985",-17.6,34004,2,1993,623.6605,9.5,0,623.85199375,624.042496666667,624.461512903226,624.864533114754,625.414295494505,625.817417955801,7.875,7.93333333333333,7.55645161290323,6.90983606557377,8.38736263736264,12.3936441160221,3.5,46.2,55.9,385.1,-0.0533500000000004,-0.0545749999999998,-0.0505833333333347
"4992",-17.8,34011,2,1993,623.7505,8.5,0,623.610375,623.735896666667,624.132691935484,624.656869016393,625.091025714286,625.649073812155,7.96875,7.81666666666667,7.80645161290323,7.04918032786885,7.90659340659341,11.9378430110497,49,85,101.4,392.6,-0.00805000000000291,-0.0313750000000027,-0.0377166666666653
"4999",-17.8,34018,2,1993,623.69,8.75,0,623.7496875,623.675333333333,623.907740322581,624.488715409836,624.860442527473,625.497209116022,8.5625,8.25,7.91129032258065,7.24180327868852,7.76098901098901,11.4060750552486,49,69.5,100.4,387.1,0.0200000000000045,-0.014749999999998,-0.0285333333333332
"5006",-17.8,34025,2,1993,623.4005,4.75,0,623.5596875,623.652333333333,623.719708064516,624.2952,624.664591538462,625.37084679558,7.5625,8.01666666666667,7.83064516129032,7.19672131147541,7.50824175824176,10.7955778176796,49,49,100.4,369.1,-0.0359500000000025,-0.0106250000000045,-0.0248499999999998
"5013",-18.2,34032,3,1993,623.051,5.25,0,623.2178125,623.387966666667,623.540370967742,624.055129508197,624.467031098901,625.253471878453,5.0625,6.41666666666667,7.25,7.25819672131148,7.05769230769231,10.319058480663,112.5,115,166.4,435.1,-0.0497999999999934,-0.0364999999999952,-0.024066666666666
"5020",-17.9,34039,3,1993,622.871,9.5,0,622.93375,623.077433333333,623.380290322581,623.80026147541,624.269437472527,625.138107348066,7.78125,6.5,7.29838709677419,7.59426229508197,7.07692307692308,9.96132367403315,101,119,155,384.9,-0.0310000000000059,-0.0394999999999982,-0.0228666666666679
"5027",-17.9,34046,3,1993,623.5425,13.75,0,623.0664375,623.0087,623.237387096774,623.599966393443,624.10317978022,625.042420276243,9.90625,8.8,7.79032258064516,7.72950819672131,7.35989010989011,9.59530157458564,88,137,159.5,402.9,0.0648500000000013,0.00972500000000309,-0.00661666666666558
"5034",-18,34053,3,1993,624.6325,10.25,24.5,624.001,623.533133333333,623.330532258065,623.551687704918,624.015351208791,625.002806132597,14.03125,11.85,8.99193548387097,8.55737704918033,7.85164835164835,9.47927947513812,120.2,169.2,183.2,430.6,0.169550000000004,0.0812750000000051,0.0376166666666677
"5041",-18.1,34060,4,1993,625.612,11.75,0,625.2586875,624.629666666667,623.782677419355,623.695795081967,624.020954945055,625.020196077348,10.17287225,12.2255318666667,9.91557993548387,8.84234390163934,8.18827448351648,9.3222575718232,120.2,169.2,169.2,396.3,0.157499999999993,0.137549999999999,0.0825666666666658
"5048",-18.1,34067,4,1993,625.782,15.25,0,625.72275,625.482633333333,624.398838709677,623.927065573771,624.061933516483,625.054120331492,10.5625,10.2755318666667,11.0123541290323,9.11693406557377,8.71025250549451,9.16869048618785,62.2,159.2,177.2,378.8,0.0382000000000062,0.105600000000004,0.0967333333333348
"5055",-18.2,34074,4,1993,625.92847,11.25,2.5,625.87418375,625.799564666667,625.079273225806,624.183229016393,624.13555956044,625.101769668508,12.78125,11.4333333333333,11.697838,9.63332750819672,9.02343931868132,9.13830374585635,51.7,134.7,183.7,360.8,0.0175469999999905,0.0489734999999996,0.0901156666666642
"5062",-17.5,34081,4,1993,625.748,13.25,0,625.84755875,625.856364666667,625.572063548387,624.427163442623,624.230993626374,625.076966519337,12,12.4666666666667,11.3591283225806,10.0308684918033,9.38058217582418,9.23001645303867,42.7,134.7,183.7,299.8,-0.0162999999999897,0.00400000000000205,0.052933333333336
"5069",-18.5,34088,4,1993,626.7405,7,1,625.9985625,625.934731333333,625.842999032258,624.723884754098,624.371785384615,625.034625801105,9.1875,10.4166666666667,10.9838709677419,10.2316881639344,9.43552723076923,9.01592805524862,68,188.2,237.2,347.1,0.0901499999999942,0.0467750000000024,0.041749999999998
"5076",-19.1,34095,5,1993,628.67,13.25,0,627.8309375,626.926366666667,626.371708709677,625.28514704918,624.69188978022,625.035256519337,10.5,10.0333333333333,11.241935483871,10.8915242295082,9.66904371428571,9.01040319337017,89.5,151.7,263.2,319.1,0.280199999999991,0.1375,0.0969333333333338
"5083",-19.4,34102,5,1993,629.2825,13.25,35.5,629.1824375,628.4958,627.147273225806,626.016745409836,625.126691978022,625.097392320442,13.625,11.9833333333333,11.2741935483871,11.4611963606557,10.1250876703297,9.01178440883978,158.2,216.4,286.4,387.8,0.117600000000004,0.177924999999999,0.111950000000002
"5090",-18.9,34109,5,1993,628.92,10.25,28,628.90218375,629.026298,627.812676451613,626.648277704918,625.518867472528,625.183772983425,12.53125,13.0666666666667,11.6612903225806,11.5103766885246,10.421790967033,9.09880098342541,191.2,237.9,325.9,426.3,-0.057000000000005,0.0940499999999986,0.103933333333331
"5097",-18,34116,5,1993,628.7975,16.75,0,628.96125,628.932498,628.535902258065,627.167646557377,625.936257582418,625.297222486188,15.4375,14.2333333333333,12.7983870967742,12.034966852459,11.0976151428571,9.2852650718232,149.7,205.7,325.9,426.3,-0.00149999999999864,-0.000374999999996817,0.0895833333333333
"5104",-17.1,34123,6,1993,628.4017,18.5,0,628.5564625,628.75628,628.859860322581,627.510764590164,626.346281758242,625.405580276243,17.09375,16.2333333333333,14.6129032258065,12.8237704918033,12.0234393186813,9.53388385635359,108.2,205.7,259.9,426.3,-0.0588300000000004,-0.0312884999999994,0.00282333333333327
"5118",-15.9,34137,6,1993,628.1025,20.5,0,628.1701875,628.238546666667,628.514377419355,628.057453606557,627.149545494505,625.628831104972,17.9375,18.9666666666667,17.3951612903226,14.483606557377,13.5536590989011,10.471729160221,56.5,219.7,266.4,423.9,-0.0167500000000018,-0.0303750000000036,-0.0215833333333345
"5132",-14.7,34151,7,1993,627.91095,20,52.5,627.86536875,627.937296666667,628.111456451613,628.47035442623,627.644649340659,625.83579,20.9375,21.2666666666667,19.9677419354839,17.0040983606557,14.9697802197802,11.6291877237569,138,255.7,343.7,512.9,-0.00690500000000611,-0.0159525000000031,-0.0188016666666689
"5139",-14.4,34158,7,1993,628.07104,20.25,0,628.14112375,628.009399333333,628.065048064516,628.436805901639,627.83199043956,625.951834696133,19.78125,20.3833333333333,20.0483870967742,17.8606557377049,15.6895604395604,12.2244915911602,168.7,262.9,366.4,543.6,0.0246039999999994,-0.000448000000000093,-0.00613199999999855
"5146",-13.7,34165,7,1993,627.6915,22.25,0,627.8889425,628.011299333333,627.986354516129,628.275798196721,627.983957802198,626.066983867403,19.625,19.6666666666667,20.4032258064516,18.637978147541,16.2362637362637,12.6443810939227,141.7,199.7,361.4,545.1,-0.050649999999996,-0.0116749999999968,-0.0149166666666664
"5153",-13,34172,7,1993,627.199,19.5,0,627.4349375,627.659969333333,627.83479,628.105150655738,628.104133626374,626.177450718232,22.3125,20.8833333333333,20.6693548387097,19.7704918032787,17.021978021978,13.2313976685083,149.7,178.2,369.4,553.1,-0.0655000000000086,-0.05,-0.0253666666666694
"5160",-12.1,34179,7,1993,626.68896,26.75,0,626.94787,627.190897333333,627.609885483871,627.88402704918,628.171644175824,626.284348563536,22.4375,22.5666666666667,21.1612903225806,20.3811475409836,18.1181318681319,13.8128893812155,102.2,187.7,325.4,562.6,-0.0707040000000006,-0.0677520000000015,-0.0371680000000007
"5167",-11,34186,8,1993,626.1025,28.25,0,626.4029325,626.674497333333,627.228322580645,627.64513852459,628.046671648352,626.38450878453,25,23.5166666666667,22.2016129032258,21.1352459016393,19.1758241758242,14.4565357900552,19,187.7,295.9,557.1,-0.081350000000009,-0.076275000000004,-0.0680833333333339
"5175",-10.5,34194,8,1993,625.47,22,2,625.753375,626.037433333333,626.650772903226,627.319023770492,627.741287362637,626.477627569061,24.59375,24.6666666666667,23.4758064516129,21.8688524590164,20.1620879120879,15.2010109281768,20.5,162.2,220.2,516.6,-0.080499999999995,-0.0795500000000004,-0.0759666666666665
"5181",-10.3,34200,8,1993,624.964,25.5,0,625.269875,625.550566666667,626.18866,627.031933606557,627.501963186813,626.526157955801,23,24.2333333333333,23.4677419354839,22.1803278688525,20.8516483516484,15.6733866187845,27.4,169.1,197.6,523.5,-0.0835999999999899,-0.0820499999999981,-0.0785333333333331
"5188",-10.3,34207,8,1993,624.4,21,0,624.664375,624.967333333333,625.623885806452,626.649556557377,627.167688461538,626.569674530387,24.1875,23.4666666666667,24.1209677419355,22.6147540983607,21.4532967032967,16.3294639668508,21.6,123.8,209.3,535.2,-0.0845000000000027,-0.0809500000000014,-0.0816666666666682
"5216",-8.8,34235,9,1993,621.55,13.75,11,621.921875,622.3,623.109838709677,624.446876393443,625.543570879121,626.506343038674,19.34375,18.5,18.9677419354839,21.5327868852459,21.3434065934066,17.7507346850829,30.4,49.8,142.5,433.7,-0.107500000000005,-0.104500000000002,-0.0986666666666679
"5223",-9.3,34242,9,1993,620.98,14.75,24,621.304375,621.617333333333,622.427419354839,623.816549180328,625.037164835165,626.34462480663,12.25,15.9333333333333,17.258064516129,20.172131147541,20.5796703296703,17.8301104972376,73.2,94.8,144.5,488.2,-0.0884999999999991,-0.0982500000000016,-0.0983333333333311
"5230",-9.8,34249,10,1993,620.43,10.75,0.7,620.745,621.027666666667,621.766290322581,623.187590163934,624.46312043956,626.14944801105,12.59375,12.2666666666667,15.5403225806452,18.6516393442623,20.0054945054945,17.8646408839779,87.6,109.7,128.7,495.1,-0.0845000000000027,-0.0885000000000048,-0.0936666666666686
"5237",-9.7,34256,10,1993,620.26,9,21.5,620.256875,620.505666666667,621.154677419355,622.567295081967,623.876136923077,625.930102872928,12.125,12.4666666666667,14.2096774193548,17.4016393442623,19.4505494505494,17.8853591160221,119.4,145.7,166.2,527.6,-0.0480000000000018,-0.0642499999999984,-0.075333333333333
"5244",-10.2,34263,10,1993,620.9325,13,0,620.7371875,620.512833333333,620.841209677419,622.079221311475,623.368988571429,625.736630497238,11.6875,12.1,12.8548387096774,16.0286885245902,18.6620879120879,17.8908839779006,127.4,146.8,166.2,534.6,0.074249999999995,0.000625000000002274,-0.0272499999999998
"5251",-10.9,34270,10,1993,620.7625,10.75,2,620.8825,620.801666666667,620.696290322581,621.668196721311,622.904631868132,625.529845966851,7.96875,9.61666666666667,11.0564516129032,14.3770491803279,17.4615384615385,17.828729281768,89.4,138.6,160.2,471.6,-0.011749999999995,0.0183750000000032,-0.0135833333333305
"5258",-12,34277,11,1993,622.2,11,0,621.6946875,621.323666666667,620.895967741935,621.438196721311,622.555846153846,625.28190121547,11,9.4,10.8306451612903,13.4139344262295,16.4065934065934,17.8024861878453,82.7,157.6,179.7,475.6,0.129500000000007,0.0865000000000009,0.052333333333335
"5265",-12.7,34284,11,1993,622.54,8.25,1.2,622.37625,622.0245,621.348709677419,621.352868852459,622.29489010989,625.01559198895,9.25,10.0666666666667,10.1451612903226,12.3565573770492,15.1785714285714,17.646408839779,72.4,165.3,193.6,411.8,0.0669999999999959,0.0802500000000009,0.0809999999999983
"5272",-13.3,34291,11,1993,622.49097,5.25,0,622.55512125,622.460731333333,621.819708709677,621.36977,622.089417252747,624.77202,7.03125,8.13333333333333,9.03225806451613,11.1188524590164,13.9423076923077,17.4364640883978,38.4,165.8,185.2,382.8,0.00859699999999748,0.0605484999999987,0.0526989999999993
"5279",-13.5,34298,11,1993,622.148,7.5,1.5,622.33587125,622.442464666667,622.133853870968,621.441671639344,621.91188978022,624.516749281768,5.1875,6.16666666666667,8,9.7172131147541,12.4945054945055,16.9806629834254,39.9,125.8,175,384.3,-0.0447000000000003,-0.00559999999999832,0.0416000000000016
"5286",-13.4,34305,12,1993,621.6595,2.75,0,621.9048125,622.118498,622.268305483871,621.530368360656,621.746235934066,624.261286850829,4.8125,4.83333333333333,6.90322580645161,8.84426229508197,11.4175824175824,16.4723756906077,29.4,107.1,182.5,391.8,-0.0667500000000018,-0.0451750000000004,-0.0113500000000007
"5293",-14.1,34312,12,1993,621.1295,6.5,0,621.392,621.647666666667,622.069805483871,621.621786393443,621.593120549451,623.993808950276,6.375,5.78333333333333,6.08064516129032,8.27049180327869,10.4725274725275,15.9558011049724,10.7,81.9,174.8,363.3,-0.074350000000004,-0.0661249999999995,-0.0442499999999995
"5300",-14.3,34319,12,1993,620.5905,2.25,0,620.8635,621.127633333333,621.680531290323,621.682663442623,621.454807362637,623.710919447514,4.375,5.3,5.16935483870968,7.31967213114754,9.45054945054945,15.4019337016575,9,55.4,174.8,363.3,-0.0759500000000003,-0.0734249999999975,-0.065149999999998
"5307",-14.4,34326,12,1993,620.031,1.25,0,620.3109375,620.587,621.18914516129,621.609950327869,621.331862307692,623.412924972376,4.53125,4.6,5.13709677419355,6.5983606557377,8.32967032967033,14.8080110497238,9,47.4,163.8,306.3,-0.0795000000000073,-0.0775500000000022,-0.0747333333333358
"5314",-14.6,34333,12,1993,619.51855,1,0,619.77931875,620.04607,620.663711290323,621.463656065574,621.214483736264,623.097795690608,2.25,3.53333333333333,4.53225806451613,5.99590163934426,7.58791208791209,14.0662983425414,8.5,32.9,110.3,226.8,-0.0750450000000001,-0.0767724999999984,-0.0760483333333317
"5328",-15.6,34347,1,1994,619.804,5.5,0,619.612625,619.462636666667,619.823614516129,620.816590491803,621.058615604396,622.438864530387,2.53125,3.58333333333333,3.62903225806452,4.5655737704918,6.27472527472527,12.8024861878453,69.8,78.8,125.2,291.4,0.0589999999999918,-0.00774999999999864,-0.0315333333333342
"5335",-15.8,34354,1,1994,619.686,0.25,0,619.785125,619.691866666667,619.659017741935,620.502771311475,620.979928791209,622.14708,3.4375,2.81666666666667,3.33064516129032,4.22131147540984,5.58791208791209,12.0745856353591,69.8,78.8,117.2,283.4,-0.00459999999999354,0.0121000000000038,-0.0167333333333318
"5349",-15.5,34368,2,1994,618.756,4.75,0,618.993,619.222666666667,619.427032258065,619.865845081967,620.647307912088,621.577171381216,5.875,4.43333333333333,3.83064516129032,4.17213114754098,4.90934065934066,10.5538674033149,68.8,69.8,94.2,273.9,-0.0663000000000011,-0.0516999999999996,-0.0128000000000005
"5356",-15.9,34375,2,1994,618.72,6.75,0,618.7635,618.8864,619.286580645161,619.586000819672,620.36754967033,621.308353701657,4.5,5.21666666666667,4.19354838709677,3.91393442622951,4.56043956043956,9.8024861878453,45.5,113.3,122.8,314.4,-0.0238999999999919,-0.0447499999999991,-0.035766666666666
"5363",-16.3,34382,2,1994,618.639,4.5,0,618.669125,618.716066666667,619.027548387097,619.355648360656,620.067901648352,621.057668618785,4.83125,4.52666666666667,4.27903225806452,4.00655737704918,4.38351648351648,9.06988950276243,52,121.8,130.8,316,-0.0152000000000044,-0.0262,-0.0383666666666651
"5370",-15.9,34389,2,1994,618.53,8,0,618.592625,618.630333333333,618.796064516129,619.180304098361,619.781154395604,620.827386850829,5.4375,5.17666666666667,5.10967741935484,4.15,4.41373626373626,8.38756906077348,52,121.8,129.3,304.3,-0.0120000000000005,-0.0108499999999992,-0.0275000000000015
"5377",-15.9,34396,3,1994,618.484,8.5,0,618.4975,618.546066666667,618.645,619.053704918033,619.521368681319,620.617193480663,9,7.16666666666667,5.97258064516129,4.8344262295082,4.77637362637363,8.02845303867403,52,120.8,121.8,304.3,-0.0105999999999995,-0.0106499999999983,-0.0133
"5384",-15.3,34403,3,1994,618.674,12.75,0,618.5605,618.532,618.594290322581,618.97562295082,619.307341208791,620.436447624309,11,10.1,7.41612903225806,5.76475409836066,5.11978021978022,7.73839779005525,10,55.8,121.8,296.6,0.017999999999995,0.00194999999999936,-0.00350000000000061
"5391",-15,34410,3,1994,618.75,10.25,0,618.752375,618.655266666667,618.607258064516,618.859065573771,619.148731318681,620.291281878453,10.3125,10.5166666666667,8.5,6.41229508196721,5.57307692307692,7.44834254143646,21,65,134.8,309.6,0.018100000000004,0.0120000000000005,0.00366666666666712
"5398",-14.5,34417,3,1994,618.495,12.5,0,618.625375,618.6848,618.602838709677,618.731639344262,619.020775274725,620.168757016575,10.46875,10.4,9.92741935483871,7.37131147540984,6.00714285714286,7.15,16.5,68.5,138.3,271.6,-0.0284999999999968,0.000950000000000273,-0.002333333333335
"5405",-14.1,34424,3,1994,618.17,12,0,618.3385,618.481066666667,618.557483870968,618.619704918033,618.910989010989,620.058000110497,12.555585125,11.4463120666667,10.8853122903226,8.35401116393443,6.78950198901099,7.17041260220994,16.5,68.5,137.3,246.9,-0.0435000000000059,-0.0268000000000029,-0.0108999999999999
"5412",-14.4,34431,4,1994,617.735,9.25,0,617.964375,618.1502,618.428419354839,618.514213114754,618.812362637363,619.953524972376,9.5,10.9629787333333,10.6433768064516,8.6449947704918,7.13016132967033,7.04610320994475,16.5,26.5,126,220.2,-0.0592999999999961,-0.0492500000000007,-0.0291666666666667
"5419",-14.5,34438,4,1994,617.12,11.5,0,617.431,617.6952,618.130709677419,618.358508196721,618.634472527473,619.843099558011,9.625,9.58333333333333,10.4578929354839,9.28843739344262,7.65763385714286,6.9466556961326,3.5,25,68.5,193.7,-0.082000000000005,-0.0662500000000023,-0.0556666666666653
"5433",-14.2,34452,4,1994,616.571,16,0,616.644495,616.782730666667,617.308192258065,617.936638688525,618.197186373626,619.522911491713,10.78125,9.41666666666667,9.66129032258065,10.1384373934426,8.56422726373626,6.9259374640884,48.6,65.1,117.1,218.8,-0.032650000000001,-0.0536999999999978,-0.0569666666666649
"5440",-13,34459,5,1994,616.58,14.75,0.5,616.58162125,616.615862,616.962868709677,617.717966065574,618.014383846154,619.314662707182,17.34375,13.9333333333333,11.1209677419355,11.007289852459,9.46257891208791,7.16212530939227,54.1,70.6,122.6,215.3,-0.00779599999999618,-0.0228749999999991,-0.0432666666666667
"5447",-12.6,34466,5,1994,616.597,12.25,1.7,616.5803125,616.581031333333,616.722691290323,617.481433278689,617.846367362637,619.087864364641,14.15625,15.8166666666667,12.241935483871,11.3556505081967,10.2015899010989,7.37207006077348,72,88.5,97,219.3,-0.000846999999998843,-0.00364999999999895,-0.023599999999999
"5454",-13,34473,5,1994,617.208,13,0,616.9325675,616.767069333333,616.701418387097,617.277917540984,617.717032637363,618.87280121547,12.65625,13.4833333333333,13.3467741935484,11.7081095245902,10.8290624285714,7.61516398342541,72,88.7,101.7,232.5,0.0607999999999947,0.0327249999999992,0.0129999999999995
"5461",-11.9,34480,5,1994,617.149,18,0,617.20836875,617.061299333333,616.81551483871,617.126457704918,617.611065054945,618.677530220995,16.9375,14.9166666666667,15.2822580645161,12.3761423114754,11.7466448461538,8.0930645359116,36.6,85.2,101.7,231,0.00715000000000146,0.029325,0.0169666666666672
"5475",-9.7,34494,6,1994,616.36,21.25,28.5,616.5979375,616.802469333333,616.902468709677,616.843999344262,617.341153406593,618.309165801105,21.25,20.6166666666667,17.4516129032258,14.8032786885246,13.3702712197802,9.26433525414365,43.4,113.7,130.2,252,-0.0670499999999947,-0.0421999999999969,-0.00789999999999888
"5482",-9.4,34501,6,1994,615.825,21.5,0,616.09025,616.343033333333,616.750096451613,616.709843606557,617.132549010989,618.127544254144,17.71875,19.3666666666667,18.4677419354839,15.7786885245902,13.9279635274725,9.77814740883978,29,100.5,117.2,252,-0.0779499999999985,-0.0633519999999976,-0.0440666666666668
"5489",-8.4,34508,6,1994,615.27246,23.5,0,615.56649,615.828594666667,616.371482580645,616.566178360656,616.895778901099,617.947223370166,22.1875,19.85,20.0806451612903,17.422131147541,14.8345569340659,10.4618490662983,28.5,75.3,113.7,252,-0.0811539999999923,-0.0729769999999974,-0.0649180000000001
"5496",-7.7,34515,6,1994,614.775,25.25,0,615.0548125,615.313197333333,615.899143870968,616.384810819672,616.642515604396,617.767540994475,22,22,20.8467741935484,18.3401639344262,15.543956043956,11.195274480663,29.5,66.1,114.7,252,-0.0797000000000025,-0.0735500000000002,-0.0730000000000018
"5503",-6.4,34522,7,1994,614.246,23.75,0,614.5266875,614.7918,615.386047096774,616.144606393443,616.377609010989,617.585013370166,26.40625,24.1333333333333,21.9193548387097,19.4590163934426,16.8846153846154,12.0585341491713,29.5,60.6,114.7,187,-0.0820040000000063,-0.0737230000000011,-0.0754000000000019
"5580",-2,34599,9,1994,605.379,12.75,16.5,605.589,605.9948,606.948516129032,608.798335409836,610.528098901099,613.685789392265,13.9375,17.0166666666667,20.3435483870968,22.5049180327869,23.2615384615385,19.0676501712707,73.7,139.4,175.4,289.1,-0.0882999999999925,-0.114549999999997,-0.112099999999998
"5587",-3,34606,9,1994,607.803,17.25,0,607.0195,606.365933333333,606.709580645161,608.255040983607,609.930417142857,613.259817016575,14.1875,14.15,17.7903225806452,21.2631147540984,22.6928571428571,19.1563535911602,87.6,140.1,188.3,303,0.231299999999999,0.0523000000000025,0.001866666666668
"5594",-4.7,34613,10,1994,612.3,10.25,1,610.684375,608.921866666667,607.506129032258,608.235549180328,609.669246813187,612.997894364641,14.90625,14.3666666666667,16.2177419354839,20.1975409836066,21.7697802197802,19.3801104972376,172.3,184.5,282.7,397.4,0.469399999999996,0.321499999999998,0.168766666666666
"5601",-8.8,34620,10,1994,622.9617,17,4,616.0453625,613.43586,609.724964516129,608.933293442623,609.876817142857,612.970034696133,12.90625,14.15,14.4516129032258,18.8614754098361,20.8714285714286,19.525138121547,285.3,297.5,395.7,499.9,1.14716999999999,0.862084999999996,0.560623333333331
"5608",-10.8,34627,10,1994,626.389,14.75,1,625.046775,620.385026666667,614.127012903226,610.741662295082,610.811328131868,613.299283314917,15.3125,13.9166666666667,14.2661290322581,17.783606557377,20.0252747252747,19.8359116022099,283,314.2,414.9,491.2,1.198,0.879450000000003,0.701133333333333
"5615",-11.7,34634,10,1994,627.065,10.75,0,626.844,625.915813333333,618.80075483871,612.842990163934,611.938801098901,613.697319447514,12.1875,13.6833333333333,13.8709677419355,16.2254098360656,19.0252747252747,19.8013812154696,227.3,314.9,369.1,481.7,0.152880000000005,0.73125,0.644666666666668
"5622",-12.4,34641,11,1994,627.769,14.75,0,627.510125,627.184533333333,622.935948387097,615.120268852459,613.178493406593,614.12231961326,11.875,12.1166666666667,12.9758064516129,14.8811475409836,18.1214285714286,19.6135359116022,172.9,333.2,345.4,504.2,0.0769000000000006,0.194074999999998,0.532300000000002
"5629",-14.1,34648,11,1994,629.64,8.75,1.5,629.4009925,628.501329333333,626.779817419355,617.711382622951,614.632575164835,614.626882596685,10.4375,10.9166666666667,12.4516129032258,13.6516393442623,16.8906593406593,19.4588397790055,184.4,403.2,415.4,556.3,0.198000000000002,0.153249999999997,0.342416666666668
"5636",-13.1,34655,11,1994,626.755,11.75,0,627.67425,628.464129333333,627.706675483871,620.157530163934,615.981267472528,615.026327348066,10.03125,10.3333333333333,11.3306451612903,12.7131147540984,15.8631868131868,19.342817679558,100.7,382.7,413.9,544.1,-0.298584000000005,-0.01875,0.0315000000000017
"5643",-13.5,34662,11,1994,627.084,7.25,0,626.923125,627.334933333333,627.806707741935,622.600595737705,617.370729010989,615.403581546961,11.03125,10.45,10.741935483871,12.4385245901639,14.6895604395604,19.0762430939227,99,326.3,413.9,544.1,0.041599999999994,-0.0627800000000036,0.00153333333333118
"5650",-14.5,34669,12,1994,627.065,8.5,0,627.09425,627.003666666667,627.76609483871,624.770808852459,618.846729010989,615.796418563536,8.21875,9.78333333333333,10.25,11.6024590163934,13.4175824175824,18.5624309392265,77.2,252.8,412.9,550.3,0.00850000000000364,-0.0996999999999957,-0.0218999999999975
"5664",-15.2,34683,12,1994,626.689,9.75,0,626.786,626.874333333333,626.920935483871,627.276876065574,621.929333406593,616.618175690608,8.15625,8.5,9.2741935483871,10.3975409836066,11.6483516483516,17.7475138121547,10.2,129.1,392.9,525.8,-0.0271000000000072,-0.0204499999999996,-0.00060000000000097
